Date,Last Price,Change,%Change,Open,Low,High,Volume,Net Foreign,Weekend.Holiday
3/14/2014,6391.24,-38.55,-0.006,6423.18,6343.85,6423.18,1.18M,261.88M,0
3/15/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
3/16/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
3/17/2014,6399.99,8.75,0.0014,6389.44,6371.7,6402.65,1.14M,946.35M,0
3/18/2014,6466.55,66.56,0.0104,6399.79,6399.79,6471.12,1.22M,334.4M,0
3/19/2014,6462.49,-4.06,-0.0006,6476.18,6456.33,6487.91,1.57M,575.73M,0
3/20/2014,6417.35,-45.14,-0.007,6449.51,6403.01,6449.51,1.11M,635.78M,0
3/21/2014,6339.26,-78.09,-0.0122,6433.27,6339.26,6441.63,2.09M,-266.71M,0
3/22/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
3/23/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
3/24/2014,6400.67,61.41,0.0097,6370.41,6365.84,6403.05,944.3K,306.81M,0
3/25/2014,6336.34,-64.33,-0.0101,6384.73,6330.77,6384.73,1.06M,-415.58M,0
3/26/2014,6348.5,12.16,0.0019,6336.68,6324.45,6351.01,1.18M,417.51M,0
3/27/2014,6315.69,-32.81,-0.0052,6349.72,6307.92,6361.27,2.1M,4.63B,0
3/28/2014,6359.62,43.93,0.007,6318.63,6310.21,6359.62,1.47M,1.14B,0
3/29/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
3/30/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
3/31/2014,6428.71,69.09,0.0109,6374.15,6374.15,6428.71,1.56M,1.4B,0
4/1/2014,6514.72,0,0,6429.56,6423.9,6514.72,1.32M,277.19M,0
4/2/2014,6587.72,73,0.0112,6515.72,6515.72,6602.82,1.74M,1.4B,0
4/3/2014,6587.08,-0.64,-0.0001,6590.08,6551.73,6618.53,1.36M,1.11B,0
4/4/2014,6561.2,-25.88,-0.0039,6607.06,6561.2,6626.01,1.21M,442.03M,0
4/5/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/6/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/7/2014,6614.4,53.2,0.0081,6562.39,6558.15,6617.29,1.06M,559.5M,0
4/8/2014,6587.49,-26.91,-0.0041,6614.81,6573.95,6614.81,1.15M,720.14M,0
4/9/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/10/2014,6638.89,51.4,0.0078,6615.95,6615.95,6652.76,1.58M,1.18B,0
4/11/2014,6596.96,-41.93,-0.0063,6635.49,6570.6,6635.49,1.26M,302.57M,0
4/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/13/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/14/2014,6589.55,-7.41,-0.0011,6597.51,6572.52,6600.88,846.75K,362.11M,0
4/15/2014,6621.66,32.11,0.0049,6593.12,6593.12,6629.7,1.07M,764.46M,0
4/16/2014,6671.18,49.52,0.0075,6627.49,6627.44,6675.57,1.26M,321.85M,0
4/17/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/18/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/19/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/20/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/21/2014,6767.51,96.33,0.0144,6699.58,6699.58,6768.87,1.3M,1.17B,0
4/22/2014,6784.95,17.44,0.0026,6784.48,6781.28,6815.26,1.52M,2.68B,0
4/23/2014,6769.52,-15.43,-0.0023,6795.95,6766.21,6798.54,1.05M,798.37M,0
4/24/2014,6731.33,-38.19,-0.0056,6766.43,6725.83,6767,1M,1.31B,0
4/25/2014,6685.1,-46.23,-0.0069,6730.41,6685.1,6733.15,983.88K,129.61M,0
4/26/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/27/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
4/28/2014,6604.35,-80.75,-0.0121,6692.22,6604.35,6692.22,1.12M,929.67M,0
4/29/2014,6636.45,32.1,0.0049,6608.97,6608.97,6666.17,974.05K,339.6M,0
4/30/2014,6707.91,71.46,0.0108,6652.03,6652.03,6710.05,1.54M,1.43B,0
5/1/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/2/2014,6742.97,0,0,6707.91,6707.91,6752.12,972.11K,724.78M,0
5/3/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/4/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/5/2014,6766.46,23.49,0.0035,6738.27,6723,6772.89,711.64K,539.79M,0
5/6/2014,6765.93,-0.53,-0.0001,6767.33,6749.77,6771.85,792.87K,479.24M,0
5/7/2014,6748.51,-17.42,-0.0026,6765.18,6742.69,6765.42,1.06M,698.52M,0
5/8/2014,6765.21,16.7,0.0025,6750.99,6750.99,6789.47,1.12M,-186.61M,0
5/9/2014,6847.26,82.05,0.0121,6766.82,6766.82,6853.83,1.75M,757.94M,0
5/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/12/2014,6811.34,-35.92,-0.0052,6835.28,6801.88,6842.7,1.18M,-599.9M,0
5/13/2014,6852.81,41.47,0.0061,6811.9,6811.9,6872.03,1.42M,139.72M,0
5/14/2014,6880.44,27.63,0.004,6869.25,6869.25,6906.63,2.04M,2.86B,0
5/15/2014,6849.33,-31.11,-0.0045,6879.63,6842.42,6895.96,2.01M,305.57M,0
5/16/2014,6817.71,-31.62,-0.0046,6849.86,6787.67,6849.86,1.47M,902.8M,0
5/17/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/18/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/19/2014,6870.9,53.19,0.0078,6818.16,6818.16,6878.51,1.19M,133.92M,0
5/20/2014,6882.73,11.83,0.0017,6878.94,6874.6,6908.59,1.51M,633.55M,0
5/21/2014,6762.38,-120.35,-0.0175,6885.88,6759.49,6885.88,1.33M,1.35B,0
5/22/2014,6830.58,68.2,0.0101,6769.25,6769.25,6833.74,1.3M,351.93M,0
5/23/2014,6811.33,-19.25,-0.0028,6830.58,6771.16,6843.14,1.13M,531.02M,0
5/24/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/25/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
5/26/2014,6790.42,-20.91,-0.0031,6811.59,6774.15,6819.88,1.06M,-748.22M,0
5/27/2014,6780.26,-10.16,-0.0015,6784.06,6770.9,6786.26,791.72K,-187.5M,0
5/28/2014,6787.88,7.62,0.0011,6780.26,6780.26,6808.43,1.06M,-513.23M,0
5/29/2014,6676.67,-111.21,-0.0164,6797.19,6676.67,6811.06,1.23M,501.15M,0
5/30/2014,6647.65,-29.02,-0.0043,6694.13,6647.65,6708.42,2.45M,484.23M,0
5/31/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/1/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/2/2014,6710.4,62.75,0.0094,6647.92,6647.92,6715.27,1.05M,-563.58M,0
6/3/2014,6800.84,90.44,0.0135,6710.74,6710.74,6802.23,1.11M,442.89M,0
6/4/2014,6766.57,-34.27,-0.005,6801.43,6766.57,6836.16,971.66K,-423.9M,0
6/5/2014,6772.44,5.87,0.0009,6764.41,6743.82,6772.44,1.3M,173.17M,0
6/6/2014,6762.62,-9.82,-0.0015,6773.12,6760.54,6792.09,1.16M,-440.28M,0
6/7/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/8/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/9/2014,6802.73,40.11,0.0059,6778.97,6775.66,6809.11,918.72K,558.53M,0
6/10/2014,6777.98,-24.75,-0.0036,6808.74,6761.67,6813.29,1.18M,1.11B,0
6/11/2014,6809.18,31.2,0.0046,6778.88,6778.88,6832.81,1.12M,901.43M,0
6/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/13/2014,6784.95,-24.23,-0.0036,6807.58,6773.17,6809.09,1.14M,521.44M,0
6/14/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/15/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/16/2014,6758.45,-26.5,-0.0039,6782.98,6758.45,6800.06,989.92K,-57.44M,0
6/17/2014,6704.93,-53.52,-0.0079,6758.45,6691.22,6758.45,1.14M,-314.6M,0
6/18/2014,6703.13,-1.8,-0.0003,6704.93,6635.55,6704.93,1.08M,-533.22M,0
6/19/2014,6699.39,-3.74,-0.0006,6730.05,6657.22,6733.74,1.77M,-1.08B,0
6/20/2014,6730.96,31.57,0.0047,6702.08,6702.08,6743.81,4.68M,-1.11B,0
6/21/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/22/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/23/2014,6761.99,31.03,0.0046,6730.96,6730.96,6784.14,920.98K,-95.42M,0
6/24/2014,6793.07,31.08,0.0046,6761.99,6761.99,6793.26,1.13M,698.55M,0
6/25/2014,6834.68,41.61,0.0061,6793.09,6793.09,6854.59,1.43M,840.09M,0
6/26/2014,6892.18,57.5,0.0084,6840.02,6839.02,6892.18,3.2M,123.73M,0
6/27/2014,6842.15,-50.03,-0.0073,6894.17,6826.54,6900.83,1.01M,274.3M,0
6/28/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/29/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
6/30/2014,6844.31,2.16,0.0003,6846.41,6841.91,6873.85,1.26M,1.01B,0
7/1/2014,6826.61,-17.7,-0.0026,6858.01,6819.75,6862.9,730.4K,1.2B,0
7/2/2014,6850.6,23.99,0.0035,6822.74,6822.74,6854.47,1.03M,402.62M,0
7/3/2014,6899.31,48.71,0.0071,6870.12,6868.66,6907.32,1.1M,-213.78M,0
7/4/2014,6962.28,62.97,0.0091,6899.38,6899.38,6966.71,1.27M,-157.84M,0
7/5/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/6/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/7/2014,6999.1,36.82,0.0053,6962.78,6962.78,7016.71,1.19M,901.24M,0
7/8/2014,6948.52,-50.58,-0.0072,6999.35,6941.19,6999.35,901.05K,519.65M,0
7/9/2014,6903.79,-44.73,-0.0064,6951.62,6880.48,6951.62,790.42K,-219.14M,0
7/10/2014,6937.21,33.42,0.0048,6903.99,6903.99,6937.21,996.89K,385.76M,0
7/11/2014,6901.09,-36.12,-0.0052,6937.36,6880.52,6937.36,2.23M,-698.27M,0
7/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/13/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/14/2014,6830.37,-70.72,-0.0102,6890.35,6826.46,6890.35,763.16K,84.13M,0
7/15/2014,6834.04,3.67,0.0005,6836.34,6816.9,6836.34,835.22K,137.17M,0
7/16/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/17/2014,6867.36,33.32,0.0049,6837.43,6837.43,6869.4,1.12M,-173.78M,0
7/18/2014,6853.07,-14.29,-0.0021,6865.87,6825.37,6865.87,769.72K,-48.36M,0
7/19/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/20/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/21/2014,6874.88,21.81,0.0032,6853.2,6853.2,6876.5,793.03K,-776.84M,0
7/22/2014,6869.94,-4.94,-0.0007,6872.88,6855.4,6875.99,1.18M,-602.13M,0
7/23/2014,6892.92,22.98,0.0033,6871.18,6871.18,6904.91,978.27K,-391.24M,0
7/24/2014,6889.89,-3.03,-0.0004,6893.09,6883.76,6903.16,972.54K,-60.45M,0
7/25/2014,6889.55,-0.34,0,6889.89,6871.71,6893.18,988.98K,-324.52M,0
7/26/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/27/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/28/2014,6850.47,-39.08,-0.0057,6889.03,6849.53,6902.89,662.85K,202.07M,0
7/29/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
7/30/2014,6867.59,17.12,0.0025,6867.97,6855.17,6903.18,1.2M,133.71M,0
7/31/2014,6864.82,-2.77,-0.0004,6868.36,6859.4,6881.2,1.09M,-229.35M,0
8/1/2014,6894.23,29.41,0.0043,6863.98,6800.16,6894.23,1.04M,-289.6M,0
8/2/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/3/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/4/2014,6998.37,104.14,0.0151,6873.47,6873.47,7005.71,1.52M,-1.85B,0
8/5/2014,6974,-24.37,-0.0035,6998.58,6958.49,7000.36,1.34M,-38.98M,0
8/6/2014,6948.97,-25.03,-0.0036,6971.59,6939.36,6980.12,801.01K,-516.35M,0
8/7/2014,6955.21,6.24,0.0009,6944.7,6943.51,6978.77,998.16K,-168.89M,0
8/8/2014,6880.34,-74.87,-0.0108,6954.9,6866.87,6954.9,1.04M,-392.86M,0
8/9/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/11/2014,6956.66,76.32,0.0111,6880.21,6879.52,6958.65,1.43M,4.17B,0
8/12/2014,6983.49,26.83,0.0039,6957.39,6957.39,6998.22,884.33K,-29.66M,0
8/13/2014,6986.24,2.75,0.0004,6983.49,6968.19,6991.82,1.14M,-220.54M,0
8/14/2014,7061,74.76,0.0107,7057.21,7053.12,7093.06,1.6M,391.55M,0
8/15/2014,7008.51,-52.49,-0.0074,7061.27,7002.48,7066.52,1.28M,-506.15M,0
8/16/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/17/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/18/2014,7027.58,19.07,0.0027,7008.81,7008.81,7044.51,1.17M,-30.74M,0
8/19/2014,7082.75,55.17,0.0079,7045.17,7039.76,7086.31,1.88M,4.17B,0
8/20/2014,7096.49,13.74,0.0019,7086.8,7086.8,7130.98,1.52M,363.7M,0
8/21/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/22/2014,7133.09,36.6,0.0052,7101.71,7101.71,7141.17,1.53M,-285.13M,0
8/23/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/24/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/25/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/26/2014,7146.35,13.26,0.0019,7133.09,7125.18,7155.64,1.44M,142.7M,0
8/27/2014,7160.46,14.11,0.002,7153.77,7145.36,7176.23,1.52M,1.2B,0
8/28/2014,7100.7,-59.76,-0.0083,7160.46,7096.16,7165.88,1.46M,691.92M,0
8/29/2014,7050.89,-49.81,-0.007,7107.89,7027.41,7120.61,4.6M,6.22B,0
8/30/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
8/31/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/1/2014,7083.49,32.6,0.0046,7050.72,7050.72,7096.76,1.19M,-372.82M,0
9/2/2014,7106.56,23.07,0.0033,7084.16,7084.16,7120.77,1.36M,-564.84M,0
9/3/2014,7206.02,99.46,0.014,7107.07,7107.07,7216.41,1.78M,621.18M,0
9/4/2014,7204.11,-1.91,-0.0003,7207.46,7196.3,7220.51,1.63M,-494.27M,0
9/5/2014,7263.58,59.47,0.0083,7206.66,7206.66,7264.87,1.58M,98.8M,0
9/6/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/7/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/8/2014,7314.94,51.36,0.0071,7263.48,7263.48,7333.14,1.39M,1.17B,0
9/9/2014,7253.67,-61.27,-0.0084,7314.32,7251.21,7314.32,1.18M,-669.74M,0
9/10/2014,7212.78,-40.89,-0.0056,7248.79,7198.08,7254.65,1.24M,151.96M,0
9/11/2014,7202.06,-10.72,-0.0015,7218.43,7202.06,7251.97,945.11K,-295.97M,0
9/12/2014,7201.88,-0.18,0,7204.07,7190.78,7214.96,994.16K,-265.02M,0
9/13/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/14/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/15/2014,7161.27,-40.61,-0.0056,7201.88,7157.6,7221.49,861.45K,-805.23M,0
9/16/2014,7180.34,19.07,0.0027,7161.18,7156.84,7183.54,936.88K,-110.61M,0
9/17/2014,7231.84,51.5,0.0072,7182.84,7182.84,7250.11,1.12M,-529.16M,0
9/18/2014,7287.29,55.45,0.0077,7231.61,7231.61,7290.55,1.1M,35.09M,0
9/19/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/20/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/21/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/22/2014,7279.86,-7.43,-0.001,7288.21,7241.16,7304.46,1.33M,77.11M,0
9/23/2014,7271.62,-8.24,-0.0011,7279.93,7229.43,7283.97,1.15M,-600.87M,0
9/24/2014,7355.29,83.67,0.0115,7270.92,7270.92,7372.39,1.55M,405.52M,0
9/25/2014,7294.21,-61.08,-0.0083,7356.99,7294.21,7413.62,1.29M,332.82M,0
9/26/2014,7261.3,-32.91,-0.0045,7287.15,7223.4,7287.15,1.27M,-491.45M,0
9/27/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/28/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
9/29/2014,7265.36,4.06,0.0006,7261.47,7244.45,7298.5,2.16M,3B,0
9/30/2014,7283.07,17.71,0.0024,7265.52,7265.52,7312.51,1.71M,-142.83M,0
10/1/2014,7268.06,-15.01,-0.0021,7260.76,7224.38,7283.59,1.26M,-497.92M,0
10/2/2014,7196.26,-71.8,-0.0099,7254.13,7167.33,7254.13,1.31M,-580.43M,0
10/3/2014,7247.03,50.77,0.0071,7192.74,7191.18,7250.67,1.24M,-862.69M,0
10/4/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/5/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/6/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/7/2014,7239.38,-7.65,-0.0011,7227.12,7208.04,7240.35,1.76M,-6.07B,0
10/8/2014,7185.68,-53.7,-0.0074,7201.54,7153.45,7204.15,1.16M,-370.25M,0
10/9/2014,7201.89,16.21,0.0023,7191.46,7191.46,7235.77,1.07M,-501.56M,0
10/10/2014,7167.35,-34.54,-0.0048,7200.49,7117.37,7200.49,1.01M,-1.54B,0
10/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/13/2014,6968.09,-199.26,-0.0278,7160.99,6957.11,7160.99,1.24M,-1.11B,0
10/14/2014,6946.06,-22.03,-0.0032,6967.21,6896.47,6990.79,1.73M,-1.15B,0
10/15/2014,6991.19,45.13,0.0065,6951.18,6951.18,7025.82,1.14M,-367.42M,0
10/16/2014,7028.58,37.39,0.0053,6989.59,6946.66,7048.51,1.16M,-759.31M,0
10/17/2014,7003.22,-25.36,-0.0036,7049.76,7003.22,7075.35,4.06M,-10.08B,0
10/18/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/19/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/20/2014,7057.53,54.31,0.0078,7005.34,7005.34,7069.84,850.94K,-153.56M,0
10/21/2014,7068.03,10.5,0.0015,7057.53,7057.53,7089.71,1.01M,-407.3M,0
10/22/2014,7154.22,86.19,0.0122,7101.32,7093.89,7154.22,939.8K,16.33M,0
10/23/2014,7116.13,-38.09,-0.0053,7140.04,7096.8,7140.43,851.38K,11.27M,0
10/24/2014,7103.55,-12.58,-0.0018,7142.67,7100.98,7150.02,908.28K,140.01M,0
10/25/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/26/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
10/27/2014,7103.54,-0.01,0,7103.29,7080.55,7123.05,793.41K,-294.91M,0
10/28/2014,7066.74,-36.8,-0.0052,7110.85,7066.74,7110.85,851.25K,-19.7M,0
10/29/2014,7093.31,26.57,0.0038,7068.35,7068.35,7111.13,1.08M,-202.12M,0
10/30/2014,7170.99,77.68,0.011,7096.51,7083.96,7170.99,1.07M,-105.88M,0
10/31/2014,7215.73,44.74,0.0062,7180.39,7167.16,7215.73,1.35M,695.73M,0
11/1/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/2/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/3/2014,7312.85,97.12,0.0135,7213.05,7213.05,7312.85,1.05M,-268.18M,0
11/4/2014,7222.01,-90.84,-0.0124,7330.73,7222.01,7342,1.17M,-220.76M,0
11/5/2014,7208.81,-13.2,-0.0018,7225.48,7176.13,7225.48,1.26M,42.85M,0
11/6/2014,7236.63,27.82,0.0039,7209.41,7188.36,7256.41,1.35M,50.77M,0
11/7/2014,7205.72,-30.91,-0.0043,7221.33,7205.72,7229.75,1.31M,-410.76M,0
11/8/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/9/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/10/2014,7192.12,-13.6,-0.0019,7223.78,7192.12,7234.6,764.24K,-51.09M,0
11/11/2014,7204.55,12.43,0.0017,7194.54,7192.83,7218.66,1.72M,1.01B,0
11/12/2014,7232.87,28.32,0.0039,7204.69,7204.69,7256.32,1.12M,-549.08M,0
11/13/2014,7198.63,-34.24,-0.0047,7232.69,7198.63,7268.38,967.17K,541.95M,0
11/14/2014,7217.34,18.71,0.0026,7200.79,7195.56,7221.33,922.8K,112.98M,0
11/15/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/16/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/17/2014,7229.72,12.38,0.0017,7218.39,7218.39,7244.08,852.26K,209.01M,0
11/18/2014,7275.66,45.94,0.0064,7229.55,7224.15,7275.66,1.1M,643.91M,0
11/19/2014,7269.49,-6.17,-0.0008,7297.12,7261.66,7299.19,1.09M,1.27B,0
11/20/2014,7268.95,-0.54,-0.0001,7246.31,7226.7,7268.95,2.91M,5.22B,0
11/21/2014,7276.18,7.23,0.001,7273.5,7243.23,7276.18,1.28M,-297.04M,0
11/22/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/23/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/24/2014,7325.13,48.95,0.0067,7277.33,7277.33,7343.8,1.3M,1.16B,0
11/25/2014,7286.85,-38.28,-0.0052,7325.98,7286.85,7339.43,2.17M,-961.38M,0
11/26/2014,7356.59,69.74,0.0096,7327.31,7323.6,7372.57,1.34M,753.52M,0
11/27/2014,7265.34,-91.25,-0.0124,7358.42,7265.34,7369.24,3.73M,18.28B,0
11/28/2014,7294.38,29.04,0.004,7266.93,7263.52,7309.97,1.19M,486.03M,0
11/29/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
11/30/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/1/2014,7331.73,37.35,0.0051,7297.13,7293.72,7334.69,1.05M,133.33M,0
12/2/2014,7344.23,12.5,0.0017,7333.48,7323.48,7357.29,1.21M,-44.86M,0
12/3/2014,7360.75,16.52,0.0022,7344.08,7344.08,7372.16,1.15M,-92.06M,0
12/4/2014,7299.85,-60.9,-0.0083,7354.4,7299.85,7354.4,1.33M,-1.02B,0
12/5/2014,7230.56,-69.29,-0.0095,7299.53,7178.45,7299.53,1.64M,-4.07B,0
12/6/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/7/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/8/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/9/2014,7183.87,-46.69,-0.0065,7238.36,7176.23,7239.54,1.39M,-1.38B,0
12/10/2014,7175.08,-8.79,-0.0012,7177.39,7133.69,7177.39,1.21M,282.43M,0
12/11/2014,7072.1,-102.98,-0.0144,7120.58,7029.69,7120.58,1.34M,-403.75M,0
12/12/2014,7224.21,152.11,0.0215,7080.39,7080.39,7224.21,1.62M,-920.33M,0
12/13/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/14/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/15/2014,7275.62,51.41,0.0071,7209.93,7077.59,7275.62,1.5M,-1B,0
12/16/2014,7160.38,-115.24,-0.0158,7274.52,7160.38,7274.52,1.23M,-1.5B,0
12/17/2014,6966.21,-194.17,-0.0271,7159.05,6966.21,7169.27,1.61M,-2.04B,0
12/18/2014,7029.28,63.07,0.0091,6986.84,6882.18,7077.25,1.56M,-1.1B,0
12/19/2014,7125.63,96.35,0.0137,7093.11,7093.11,7158.51,2.89M,666.95M,0
12/20/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/21/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/22/2014,7139.27,13.64,0.0019,7130.73,7128.48,7161.8,1.85M,6.93B,0
12/23/2014,7186.32,47.05,0.0066,7138.25,7138.25,7186.32,1.13M,12.22M,0
12/24/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/25/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/26/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/27/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/28/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/29/2014,7230.57,44.25,0.0062,7190.46,7190.46,7247.73,1.17M,-204.95M,0
12/30/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
12/31/2014,NA,NA,NA,NA,NA,NA,NA,NA,1
1/1/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/3/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/4/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/5/2015,7276.63,46.06,0.0064,7282.94,7266.81,7292.8,1.01M,85.58M,0
1/6/2015,7277.74,1.11,0.0002,7262.39,7224.4,7279.92,1.44M,-1.14B,0
1/7/2015,7309.7,31.96,0.0044,7268.91,7268.91,7341.7,1.56M,81.9M,0
1/8/2015,7367.63,57.93,0.0079,7304.76,7294.62,7373.66,1.52M,-558.96M,0
1/9/2015,7402.72,35.09,0.0048,7367.7,7367.7,7446.66,1.51M,1.18B,0
1/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/12/2015,7358.36,-44.36,-0.006,7371.29,7348.89,7382.65,3.22M,13.51B,0
1/13/2015,7399,40.64,0.0055,7358.53,7358.53,7428.92,1.21M,956.32M,0
1/14/2015,7490.88,91.88,0.0124,7412.9,7412.9,7530.41,1.8M,2.11B,0
1/15/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/16/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/17/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/18/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/19/2015,7485.32,-5.56,-0.0007,7494.7,7454.43,7502.05,1.08M,262.95M,0
1/20/2015,7452.81,-32.51,-0.0043,7487.45,7447,7508.77,1.35M,-270.28M,0
1/21/2015,7474.1,21.29,0.0029,7467.06,7451.34,7531.94,2.14M,2.15B,0
1/22/2015,7416.31,-57.79,-0.0077,7475.09,7400.03,7475.09,2.66M,3.55B,0
1/23/2015,7548.93,132.62,0.0179,7469.1,7469.1,7548.93,1.62M,833.08M,0
1/24/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/25/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
1/26/2015,7586.67,37.74,0.005,7548.93,7525.27,7586.67,1.35M,-296.11M,0
1/27/2015,7630.57,43.9,0.0058,7586.67,7582.26,7631.85,1.53M,-409.19M,0
1/28/2015,7661.18,30.61,0.004,7630.57,7623.72,7661.18,1.37M,515.77M,0
