Date,Last Price,Change,%Change,Open,Low,High,Volume,Net Foreign,Weekend.Holiday
1/29/2015,7617.3,-43.88,-0.0057,7658.28,7617.3,7736.97,1.7M,817.58M,0
1/30/2015,7689.91,72.61,0.0095,7645.52,7645.52,7689.91,1.64M,243.87M,0
1/31/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/1/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/2/2015,7630.71,-59.2,-0.0077,7689.91,7590.71,7715.29,1.37M,-878M,0
2/3/2015,7613.15,-17.56,-0.0023,7631.19,7582.04,7631.19,2.67M,7.38B,0
2/4/2015,7716.06,102.91,0.0135,7665.17,7665.17,7738.12,1.64M,1.22B,0
2/5/2015,7674.24,-41.82,-0.0054,7709.91,7653.36,7709.91,1.31M,-33.59M,0
2/6/2015,7728.18,53.94,0.007,7669.83,7669.83,7728.18,1.35M,1.36B,0
2/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/8/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/9/2015,7782.57,54.39,0.007,7728.39,7728.39,7786.78,1.23M,1.65B,0
2/10/2015,7723.14,-59.43,-0.0076,7782.77,7723.14,7807.71,2.47M,-1.38B,0
2/11/2015,7686.43,-36.71,-0.0048,7727.62,7686.28,7758.46,1.24M,910.23M,0
2/12/2015,7714.59,28.16,0.0037,7688.23,7688.23,7717.92,1.18M,995.47M,0
2/13/2015,7773.45,58.86,0.0076,7714.59,7714.59,7777.99,1.15M,1.64B,0
2/14/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/15/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/16/2015,7784.65,11.2,0.0014,7773.45,7773.45,7801.02,809.63K,442.08M,0
2/17/2015,7793.4,8.75,0.0011,7785.45,7777.75,7795.42,854.33K,258.84M,0
2/18/2015,7803.45,10.05,0.0013,7794.78,7788.33,7840.39,970.33K,2.63M,0
2/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/20/2015,7825.39,21.94,0.0028,7814.4,7806.82,7825.39,881.34K,522.34M,0
2/21/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/22/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
2/23/2015,7826.07,0.68,0.0001,7826.89,7814.73,7854.8,990.57K,624.77M,0
2/24/2015,7834.86,8.79,0.0011,7835.54,7827.6,7848.63,1.23M,533.76M,0
2/25/2015,7844.06,9.2,0.0012,7853.17,7816.72,7862.91,2.2M,743.9M,0
2/26/2015,7764.39,-79.67,-0.0102,7843.34,7756.54,7843.34,1.26M,20.04M,0
2/27/2015,7730.57,-33.82,-0.0044,7773.25,7671.63,7797.56,1.87M,392.94M,0
2/28/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/1/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/2/2015,7773.92,43.35,0.0056,7730.57,7701.73,7773.92,1.07M,-129.91M,0
3/3/2015,7776.51,2.59,0.0003,7781.16,7776.51,7809.52,1.1M,-40.36M,0
3/4/2015,7847.83,71.32,0.0092,7785.28,7781,7853.54,1.18M,5.85M,0
3/5/2015,7819.04,-28.79,-0.0037,7847.55,7819.04,7847.67,1.16M,123.43M,0
3/6/2015,7861.33,42.29,0.0054,7822.35,7822.35,7861.33,1.18M,-255.23M,0
3/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/8/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/9/2015,7820.29,-41.04,-0.0052,7862.64,7764.86,7862.64,1.07M,275.87M,0
3/10/2015,7828.48,8.19,0.001,7821.43,7812.84,7834.35,1.16M,469.44M,0
3/11/2015,7790.7,-37.78,-0.0048,7828.48,7772.78,7828.48,1.1M,-243.5M,0
3/12/2015,7839.82,49.12,0.0063,7790.09,7764.85,7839.82,1.21M,413.97M,0
3/13/2015,7809.54,-30.28,-0.0039,7845.84,7809.54,7860.33,1.11M,-360.57M,0
3/14/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/15/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/16/2015,7730.95,-78.59,-0.0101,7792.72,7727.38,7804.6,1.02M,-408.56M,0
3/17/2015,7789.1,58.15,0.0075,7730.38,7730.38,7789.1,1.2M,-409.77M,0
3/18/2015,7756.58,-32.52,-0.0042,7788.11,7744.25,7793.47,1.38M,115.37M,0
3/19/2015,7814.55,57.97,0.0075,7756.99,7756.99,7830.23,1.57M,475.4M,0
3/20/2015,7818.38,3.83,0.0005,7800.99,7774.74,7818.38,1.9M,581.03M,0
3/21/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/22/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/23/2015,7840.49,22.11,0.0028,7823.44,7817.69,7850.2,1.13M,101.33M,0
3/24/2015,7828.94,-11.55,-0.0015,7842.35,7798.39,7844.93,1.25M,-107.73M,0
3/25/2015,7836.34,7.4,0.0009,7828.27,7814.03,7843.51,1.3M,1.06B,0
3/26/2015,7871.1,34.76,0.0044,7839.67,7803.81,7871.1,1.21M,1.56B,0
3/27/2015,7877.96,6.86,0.0009,7871.37,7849.2,7889.25,1.23M,485.98M,0
3/28/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/29/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
3/30/2015,7899.41,21.45,0.0027,7935.48,7899.41,8007.98,1.2M,2.02B,0
3/31/2015,7940.49,41.08,0.0052,7899.41,7899.41,7983.32,1.57M,1.76B,0
4/1/2015,7993.09,52.6,0.0066,7941.88,7931.38,7993.09,969.87K,517.89M,0
4/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/3/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/4/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/6/2015,8053.74,60.65,0.0076,8009.45,8006.8,8062.79,814.76K,494.59M,0
4/7/2015,8098.68,44.94,0.0056,8054.95,8054.95,8136.97,1.03M,664.75M,0
4/8/2015,8052.69,-45.99,-0.0057,8098.68,8026.81,8098.68,1.04M,-349.12M,0
4/9/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/10/2015,8127.48,74.79,0.0093,8033.27,8032.69,8134.38,1.59M,-387.7M,0
4/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/12/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/13/2015,8073.25,-54.23,-0.0067,8129.88,8052.23,8130.47,1.18M,-849.04M,0
4/14/2015,8056.49,-16.76,-0.0021,8080.75,8041.32,8095.98,1.04M,-370.76M,0
4/15/2015,7906.46,-150.03,-0.0186,8057.28,7859.6,8066.41,1.53M,-1.48B,0
4/16/2015,7948.2,41.74,0.0053,7907.7,7826.8,7948.2,1.4M,-1.89B,0
4/17/2015,7946.89,-1.31,-0.0002,7955.43,7919.61,7996.44,4.4M,-976.97M,0
4/18/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/20/2015,7865.27,-81.62,-0.0103,7936.25,7776.71,7936.25,2.36M,-703.82M,0
4/21/2015,7846.94,-18.33,-0.0023,7866.32,7815.09,7917.92,916.31K,255.84M,0
4/22/2015,7833.03,-13.91,-0.0018,7850.9,7780.47,7862.2,1.01M,-274.03M,0
4/23/2015,7892.05,59.02,0.0075,7835.42,7835.42,7919.76,1.22M,94.47M,0
4/24/2015,7947.25,55.2,0.007,7893.61,7893.61,7947.25,1.36M,713.89M,0
4/25/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/26/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
4/27/2015,7958.07,10.82,0.0014,7956.32,7937.72,7964.53,1.02M,-781.88M,0
4/28/2015,7886.57,-71.5,-0.009,7941.18,7861.64,7946.06,1.17M,-619.19M,0
4/29/2015,7825.47,-61.1,-0.0077,7886.82,7788.62,7886.82,1.23M,-724.27M,0
4/30/2015,7714.82,-110.65,-0.0141,7826.3,7693.91,7842.26,1.8M,-2.36B,0
5/1/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/3/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/4/2015,7816.44,101.62,0.0132,7713.42,7689.91,7816.44,1.14M,-130.79M,0
5/5/2015,7919.21,102.77,0.0131,7820.36,7820.36,7919.21,972.38K,397.81M,0
5/6/2015,7873.64,-45.57,-0.0058,7918.65,7844.32,7918.65,1.07M,-860.59M,0
5/7/2015,7816.27,-57.37,-0.0073,7766.52,7734.71,7828.74,1.68M,979.87M,0
5/8/2015,7763.21,-53.06,-0.0068,7818.79,7755.4,7834.81,877.13K,-957.24M,0
5/9/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/11/2015,7777.9,14.69,0.0019,7762.85,7744.79,7791.7,738.05K,-832.19M,0
5/12/2015,7794.55,16.65,0.0021,7777.9,7715.27,7802.21,931.8K,-1.16B,0
5/13/2015,7808.35,13.8,0.0018,7794.55,7774.53,7820.06,1.37M,-556.39M,0
5/14/2015,7831.44,23.09,0.003,7808.83,7782.66,7834.9,1.35M,-607.92M,0
5/15/2015,7881.95,50.51,0.0065,7854.03,7854.03,7900.88,967.2K,-109.09M,0
5/16/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/17/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/18/2015,7910.43,28.48,0.0036,7881.95,7881.95,7923.13,862.55K,-313.61M,0
5/19/2015,7871.31,-39.12,-0.0049,7906.11,7860.72,7906.11,799.69K,-355.24M,0
5/20/2015,7881.93,10.62,0.0013,7873.63,7863.92,7900.98,1.12M,-358.23M,0
5/21/2015,7835.38,-46.55,-0.0059,7881.93,7829.07,7894.21,987.1K,-648.15M,0
5/22/2015,7810.17,-25.21,-0.0032,7846.38,7788.03,7870.42,1.04M,-636.88M,0
5/23/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/24/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/25/2015,7761.53,-48.64,-0.0062,7810.31,7755.88,7832.71,889.42K,-248.41M,0
5/26/2015,7728.5,-33.03,-0.0043,7755.69,7661.9,7755.69,1.19M,-573.37M,0
5/27/2015,7598.7,-129.8,-0.0168,7725.24,7574.49,7725.24,1.5M,-1.27B,0
5/28/2015,7505.03,-93.67,-0.0123,7601.45,7468.58,7612.97,1.41M,-1.54B,0
5/29/2015,7580.46,75.43,0.0101,7503.46,7499.95,7677.2,3.1M,796.84M,0
5/30/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
5/31/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/1/2015,7670.37,89.91,0.0119,7580.46,7521.17,7670.37,1.3B,-40.88M,0
6/2/2015,7551.96,-118.41,-0.0154,7587,7530.32,7588.53,509.99M,-2.12B,0
6/3/2015,7561.67,9.71,0.0013,7550.48,7498.18,7561.67,664.6M,-1.07B,0
6/4/2015,7553.65,-8.02,-0.0011,7561.65,7515.77,7562.04,610.47M,-1.02B,0
6/5/2015,7526.7,-26.95,-0.0036,7547.2,7491.82,7551.84,579.4M,-635.58M,0
6/6/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/8/2015,7484.89,-41.81,-0.0056,7522.24,7466.15,7522.24,518.88M,-532.52M,0
6/9/2015,7323.44,-161.45,-0.0216,7448.58,7272.36,7455.79,1.11B,-1.24B,0
6/10/2015,7384.27,60.83,0.0083,7321.33,7321.33,7384.27,2.14B,-909.16M,0
6/11/2015,7503.72,119.45,0.0162,7384.77,7384.77,7503.72,1.28B,-173.2M,0
6/12/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/13/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/14/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/15/2015,7456.16,-47.56,-0.0063,7505.97,7456.16,7513.22,1.81B,-267.16M,0
6/16/2015,7505.48,49.32,0.0066,7459.5,7453.69,7507.85,813.4M,-61.9M,0
6/17/2015,7536.31,30.83,0.0041,7506.58,7455.68,7539.62,681.99M,-1.18B,0
6/18/2015,7606.86,70.55,0.0094,7560.98,7558.52,7607.92,654.63M,-1.14B,0
6/19/2015,7601.17,-5.69,-0.0007,7607.22,7598.56,7660.15,913.34M,309.27M,0
6/20/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/21/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/22/2015,7609.14,7.97,0.001,7611.3,7546.62,7615.57,530.14M,-690.42M,0
6/23/2015,7551.56,-57.58,-0.0076,7617.44,7551.56,7637.3,744.59M,-798.5M,0
6/24/2015,7643.33,91.77,0.0122,7561.98,7561.98,7643.33,615.25M,-36.21M,0
6/25/2015,7581.91,-61.42,-0.008,7633.47,7565.74,7633.47,2.52B,-705.04M,0
6/26/2015,7622.05,40.14,0.0053,7622.34,7591.41,7627.8,889.46M,48.88M,0
6/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/28/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
6/29/2015,7567.38,-54.67,-0.0072,7577.17,7500.5,7577.39,1.18B,131.35M,0
6/30/2015,7564.5,-2.88,-0.0004,7517.66,7496.43,7564.5,1.35B,508.64M,0
7/1/2015,7575.15,10.65,0.0014,7509,7484.52,7575.15,746M,-386.14M,0
7/2/2015,7578.31,3.16,0.0004,7572.96,7569.17,7630.9,686.8M,-254.71M,0
7/3/2015,7535.3,-43.01,-0.0057,7578.94,7535.3,7599.47,891.4M,292.5M,0
7/4/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/6/2015,7455.15,-80.15,-0.0106,7537.23,7439.42,7537.62,519.55M,-418.31M,0
7/7/2015,7442.65,-12.5,-0.0017,7471.71,7427.03,7501.18,10.13B,92.48M,0
7/8/2015,7363.43,-79.22,-0.0106,7427.99,7342.59,7431.81,19.38B,-888.19M,0
7/9/2015,7377.69,14.26,0.0019,7318.96,7239.02,7378.44,7.52B,-1.16B,0
7/10/2015,7392.59,14.9,0.002,7345.68,7323.09,7392.59,6B,-112.37M,0
7/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/12/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/13/2015,7496.33,103.74,0.014,7393.64,7374.82,7496.33,6.75B,-82.62M,0
7/14/2015,7538.76,42.43,0.0057,7508.94,7508.94,7567.33,4.61B,339.63M,0
7/15/2015,7559.04,20.28,0.0027,7547.12,7523.84,7565.87,2.04B,-475.39M,0
7/16/2015,7617.13,58.09,0.0077,7558.54,7553.84,7617.13,1.71B,-744.8M,0
7/17/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/18/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/20/2015,7541.17,-75.96,-0.01,7606.45,7535.8,7610.34,1.28B,-847.87M,0
7/21/2015,7627.96,86.79,0.0115,7536.7,7536.7,7627.96,2.92B,662.2M,0
7/22/2015,7635.62,7.66,0.001,7627.8,7584.72,7635.62,3.15B,-265.71M,0
7/23/2015,7653.22,17.6,0.0023,7573.1,7573.1,7658.93,3.33B,-558.97M,0
7/24/2015,7665.52,12.3,0.0016,7647.17,7618.6,7665.52,2.98B,-789.45M,0
7/25/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/26/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
7/27/2015,7547.44,-118.08,-0.0154,7631.54,7547.44,7635.41,4.49B,-1.21B,0
7/28/2015,7479.03,-68.41,-0.0091,7528.79,7467.13,7528.79,2.1B,-1.28B,0
7/29/2015,7482.83,3.8,0.0005,7482.78,7482.78,7526.84,3.76B,-380.03M,0
7/30/2015,7510.39,27.56,0.0037,7495.28,7495.28,7540.74,1.5B,-459.38M,0
7/31/2015,7550,39.61,0.0053,7521.87,7497.33,7550,3.11B,180.71M,0
8/1/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/3/2015,7573.26,23.26,0.0031,7563.44,7534.74,7573.26,1.5B,-548.18M,0
8/4/2015,7598.29,25.03,0.0033,7568.04,7560.61,7601.53,11.77B,-340.15M,0
8/5/2015,7662.55,64.26,0.0085,7605.45,7605.45,7697.33,2.55B,1.39B,0
8/6/2015,7589.95,-72.6,-0.0095,7656.9,7584.47,7692.16,1.08B,11.57M,0
8/7/2015,7532.52,-57.43,-0.0076,7585.91,7508.84,7585.91,1.82B,-828.78M,0
8/8/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/9/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/10/2015,7534.35,1.83,0.0002,7526.42,7526.42,7568.96,957.15M,-579.75M,0
8/11/2015,7570.45,36.1,0.0048,7523.34,7522.2,7572.27,1.94B,-401.53M,0
8/12/2015,7495.43,-75.02,-0.0099,7536.56,7478.91,7536.56,2.75B,-1.16B,0
8/13/2015,7439.8,-55.63,-0.0074,7508.89,7397.61,7514.13,1.5B,-964.92M,0
8/14/2015,7408.44,-31.36,-0.0042,7420.62,7394.51,7434.96,1.45B,-596.52M,0
8/15/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/16/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/17/2015,7336.84,-71.6,-0.0097,7411.07,7314.49,7432.77,1.59B,-408.44M,0
8/18/2015,7333.45,-3.39,-0.0005,7328.98,7314.31,7357.72,1.4B,-56.37M,0
8/19/2015,7344.73,11.28,0.0015,7311.03,7288.06,7349.75,13.65B,-752.31M,0
8/20/2015,7278.98,-65.75,-0.009,7341.08,7265.99,7346.66,794.33K,-1.21B,0
8/21/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/22/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/23/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/24/2015,6791.01,-487.97,-0.067,7112.48,6726.48,7112.48,2.37B,-2.95B,0
8/25/2015,6830.34,39.33,0.0058,6621.26,6603.19,6845.79,3.02B,-2.75B,0
8/26/2015,6867.92,37.58,0.0055,6832.94,6813.67,6894.26,4.14B,-3.57B,0
8/27/2015,7022.09,154.17,0.0224,6948.8,6946.87,7025.24,2.47B,-1.24B,0
8/28/2015,7098.81,76.72,0.0109,7066.4,7063.03,7116.16,1.47B,-697.04M,0
8/29/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/30/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
8/31/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/1/2015,7086.86,-11.95,-0.0017,7065.09,7065.09,7139.74,1.59B,887.85M,0
9/2/2015,7072.46,-14.4,-0.002,6993.71,6887.41,7072.46,1.94B,-1.95B,0
9/3/2015,7098.76,26.3,0.0037,7098.69,7079.75,7105.76,1.61B,-900.54M,0
9/4/2015,7051.78,-46.98,-0.0066,7074.28,7035.11,7082.28,2.18B,-266.97M,0
9/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/6/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/7/2015,6926.82,-124.96,-0.0177,7006.41,6921.38,7006.41,1.23B,-217.86M,0
9/8/2015,6891.3,-35.52,-0.0051,6930.4,6862.8,6946.13,645.62M,-802.24M,0
9/9/2015,6942.47,51.17,0.0074,6945.72,6912.71,6977.01,1.14B,-1.45B,0
9/10/2015,6893.54,-48.93,-0.007,6932.02,6874.27,6932.02,3.44B,-586.22M,0
9/11/2015,6911.38,17.84,0.0026,6945.62,6888.72,6945.62,3.56B,-105.71M,0
9/12/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/13/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/14/2015,7069.18,157.8,0.0228,6922.03,6922.03,7069.18,2.82B,531.11M,0
9/15/2015,7089.01,19.83,0.0028,7058.19,7048.03,7095.6,8.97B,-24.46B,0
9/16/2015,7093.92,4.91,0.0007,7120.99,7085.58,7160.78,1.47B,-311.61M,0
9/17/2015,7123.99,30.07,0.0042,7117.38,7106.05,7154.68,1.66B,238.09M,0
9/18/2015,7131.91,7.92,0.0011,7149.46,7131.91,7209.59,1.34B,-526.31M,0
9/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/20/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/21/2015,7092.41,-39.5,-0.0055,7159.73,7069.87,7159.73,1.51B,702.02M,0
9/22/2015,7051.23,-41.18,-0.0058,7095.54,7038.7,7121.6,998.28K,-374.6M,0
9/23/2015,6926.91,-124.32,-0.0176,7025.3,6922.47,7025.3,879.66M,-1.57B,0
9/24/2015,6917.55,-9.36,-0.0014,6938.62,6853.08,6938.62,1.12B,-1.11B,0
9/25/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/26/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
9/28/2015,6815.59,-101.96,-0.0147,6922.58,6815.59,6928.68,959.69M,-595.74M,0
9/29/2015,6859.29,43.7,0.0064,6789.51,6720.82,6859.29,1.56B,-622.54M,0
9/30/2015,6893.98,34.69,0.0051,6880.57,6848.14,6899.06,1.54B,464.17M,0
10/1/2015,6890.94,-3.04,-0.0004,6899.26,6890.82,6953.59,777.91M,323.13M,0
10/2/2015,6850.61,-40.33,-0.0059,6914.09,6821.85,6914.09,1.4B,37.85M,0
10/3/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
10/4/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
10/5/2015,6961.93,111.32,0.0163,6842.62,6842.62,7016.07,2.68B,93.08M,0
10/6/2015,7055.49,93.56,0.0134,7043.77,7043.45,7085.92,2.68B,114.52M,0
10/7/2015,7108.8,53.31,0.0076,7038.11,7015.92,7108.8,1.32B,-649.7M,0
10/8/2015,7106.79,-2.01,-0.0003,7123.67,7090.86,7142.85,1.86B,-131.47M,0
10/9/2015,7138.91,32.12,0.0045,7145.11,7111.06,7163.27,2.01B,7.31M,0
10/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
10/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
10/12/2015,7150.29,11.38,0.0016,7164.09,7113.95,7180.05,1.94B,39M,0
10/13/2015,7013.44,-136.85,-0.0191,7162.05,7013.44,7162.05,2.27B,-1.11B,0
10/14/2015,6924.77,-88.67,-0.0126,7034.77,6924.77,7048,1.2B,-29.93M,0
10/15/2015,7045.4,120.63,0.0174,6979.44,6966.72,7052.29,1.53B,68.07M,0
10/16/2015,7055.74,10.34,0.0015,7099.52,7046.78,7116.79,1.76B,-883.64M,0
10/17/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
10/18/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
10/19/2015,7054.86,-0.88,-0.0001,7064.77,7029.53,7076.6,1.07B,-59.08M,0
10/20/2015,7060.85,5.99,0.0008,7065.47,7046.4,7075.46,1.36B,-643.27M,0
10/21/2015,7092.9,32.05,0.0045,7069.55,7065.37,7107.68,1.34B,-75.8M,0
10/22/2015,7117.78,24.88,0.0035,7097.87,7088.09,7117.78,794.04M,68.23M,0
10/23/2015,7236.38,118.6,0.0167,7142.54,7142.54,7255.08,1.27B,-299.28M,0
10/24/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
10/25/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
10/26/2015,7324.4,88.02,0.0122,7294.63,7294.63,7377.48,1.38B,673.94M,0
10/27/2015,7325.76,1.36,0.0002,7318.84,7269.18,7347.64,1.13B,540.72M,0
10/28/2015,7289.26,-36.5,-0.005,7329.32,7274.57,7329.32,2.15B,-122.75M,0
10/29/2015,7189.25,-100.01,-0.0137,7295.86,7177.92,7310.18,1.26B,-1.06B,0
10/30/2015,7134.26,-54.99,-0.0076,7186.13,7134.26,7210.76,1.61B,2.32M,0
10/31/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/1/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/2/2015,7198.85,64.59,0.0091,7179.31,7156.75,7198.85,2.15B,64.37M,0
11/3/2015,7210.73,11.88,0.0017,7206.88,7197.32,7237.97,1.05B,-241.35M,0
11/4/2015,7201.02,-9.71,-0.0013,7228.63,7146.48,7239.93,694.89M,213.64M,0
11/5/2015,7122.45,-78.57,-0.0109,7191.31,7109.74,7191.31,843.61M,-41.67M,0
11/6/2015,7118.2,-4.25,-0.0006,7115.28,7078.35,7124.85,793.62M,-475.51M,0
11/7/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/8/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/9/2015,7070.19,-48.01,-0.0067,7113.5,7047.58,7120.12,748.47M,65.92M,0
11/10/2015,7000.11,-70.08,-0.0099,7023.25,6984.83,7030.03,533.58M,-1.03B,0
11/11/2015,6983.72,-16.39,-0.0023,6975.29,6953.97,6983.72,1.66B,-560.04M,0
11/12/2015,6909.82,-73.9,-0.0106,7016.22,6909.82,7054.73,2.95B,-410.98M,0
11/13/2015,6897.77,-12.05,-0.0017,6900.36,6851.4,6919.08,1.32B,-1.17B,0
11/14/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/15/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/16/2015,6772.92,-124.85,-0.0181,6830.78,6715.92,6830.78,1.21B,-731.74M,0
11/17/2015,6825.38,52.46,0.0077,6803.39,6803.39,6885.62,601.92M,-772.72M,0
11/18/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/20/2015,6932.81,107.43,0.0157,6867.24,6857.23,6932.81,555.07M,-63.77M,0
11/21/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/22/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/23/2015,6996.19,63.38,0.0091,6927.74,6920.11,6996.19,606.44M,-886.35M,0
11/24/2015,6992.6,-3.59,-0.0005,6997.69,6971.2,6998.32,1.04B,-661.96M,0
11/25/2015,7059.14,66.54,0.0095,7037.25,7017.5,7059.14,461.74M,55.86M,0
11/26/2015,7063.25,4.11,0.0006,7084.26,7043.88,7084.26,789.95M,144.85M,0
11/27/2015,6927.07,-136.18,-0.0193,7060.45,6927.07,7060.7,719.98M,-1.44B,0
11/28/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/29/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
11/30/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
12/1/2015,7060.6,133.53,0.0193,6918.55,6918.55,7060.6,1.72B,608.52M,0
12/2/2015,7047.08,-13.52,-0.0019,7049.15,7031.6,7062.63,582.9M,-785.65M,0
12/3/2015,6994.1,-52.98,-0.0075,7038.2,6959.69,7038.76,5.16B,-895.93M,0
12/4/2015,6921.93,-72.17,-0.0103,6961.53,6910.28,6964.37,1.71B,-934.25M,0
12/5/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
12/6/2015,NA,NA,NA,NA,NA,NA,NA,NA,1
12/7/2015,6911.86,-10.07,-0.0015,6930.38,6910.08,6976.44,902.93M,-95.24M,0
12/8/2015,6838.42,-73.44,-0.0106,6887.42,6838.42,6887.42,1.23B,-842.09M,0
12/9/2015,6848.25,9.83,0.0014,6828.42,6827.23,6874.63,821.63M,-376.21M,0
12/10/2015,6820.6,-27.65,-0.004,6861.19,6820.05,6866.43,1.09B,-560.23M,0
