"","ds","yhat","yhat_lower","yhat_upper"
"265",2009-09-26,2939.95292025967,2601.67480665907,3269.56581139801
"266",2009-09-27,2941.30439779102,2649.51271242385,3255.44284247393
"267",2009-09-28,2815.93459880747,2496.54077283406,3112.5207780507
"268",2009-09-29,2821.43919393511,2501.71398446325,3133.21257739768
"269",2009-09-30,2828.37144537609,2502.96096502745,3131.91762864605
"270",2009-10-01,2820.26335184022,2503.37003694194,3126.96239201611
"271",2009-10-02,2820.05328410623,2498.88262172466,3137.40886728768
"272",2009-10-03,2953.02926267453,2623.19749323196,3269.1382437372
"273",2009-10-04,2956.67942843001,2616.66175218075,3258.57675426847
"274",2009-10-05,2824.50042672987,2479.65770174061,3142.88431049504
"275",2009-10-06,2824.82790421773,2515.9294065198,3150.54147938886
"276",2009-10-07,2835.39986632363,2499.43707838335,3169.49843316723
"277",2009-10-08,2829.03228257465,2480.05882638781,3162.8176459566
"278",2009-10-09,2821.10645754933,2488.21325798035,3138.00449666092
"279",2009-10-10,2950.26141065742,2649.79158968213,3266.60873000286
"280",2009-10-11,2967.01702557869,2648.24401435924,3277.52738427044
"281",2009-10-12,2852.53375591313,2500.95351185842,3176.91299721352
"282",2009-10-13,2855.49636703553,2550.55366646897,3171.96911678596
"283",2009-10-14,2860.58601666112,2549.50589254206,3188.22995038023
"284",2009-10-15,2864.50302574039,2545.66754088624,3185.50460214721
"285",2009-10-16,2882.3866345786,2554.20447107564,3178.79569645858
"286",2009-10-17,3024.46912414031,2709.61289936112,3338.83181317164
"287",2009-10-18,3027.55013009816,2736.18764682191,3366.5276341039
"288",2009-10-19,2894.89526895268,2560.41717343373,3226.77615822784
"289",2009-10-20,2898.29173744779,2592.44516533107,3215.97793317702
"290",2009-10-21,2912.6925234101,2584.88315144678,3226.04540355811
"291",2009-10-22,2912.60926663416,2596.77328927422,3203.12041849563
"292",2009-10-23,2915.95929824947,2599.74195000545,3229.01846596838
"293",2009-10-24,3053.41904958416,2711.27314572788,3363.95842002767
"294",2009-10-25,3064.46452165891,2751.69161179815,3375.21432224598
"295",2009-10-26,2935.45900843963,2599.70338292394,3220.77545319531
"296",2009-10-27,2933.52235992045,2615.90118619603,3252.30740857215
"297",2009-10-28,2948.74306013051,2616.52962283772,3260.68055699447
"298",2009-10-29,2961.07774839824,2643.17774525476,3274.07589103558
"299",2009-10-30,2970.86822015395,2639.11447014579,3303.23668532477
"300",2009-10-31,3095.61354059125,2757.40096881207,3410.39981346429
"301",2009-11-01,3087.25245033786,2785.62207393388,3407.07452647725
"302",2009-11-02,2949.30786334445,2634.01835942668,3247.11167527249
"303",2009-11-03,2944.39713824952,2626.01216105443,3237.43279007463
"304",2009-11-04,2948.62804805951,2634.33516763129,3266.15279612749
"305",2009-11-05,2944.67010129429,2614.47038553147,3261.78962211079
"306",2009-11-06,2945.62683519644,2633.04473883185,3259.60289457496
"307",2009-11-07,3066.79834276177,2741.90435420276,3395.46378808211
"308",2009-11-08,3047.30834904274,2725.8747501684,3362.64088710899
"309",2009-11-09,2893.91021600492,2567.74528101517,3207.23314362741
"310",2009-11-10,2887.00387573897,2578.38300288153,3209.40192551001
"311",2009-11-11,2904.04400431448,2599.49242363339,3236.84233724654
"312",2009-11-12,2906.99376656229,2609.69863815929,3233.97561776585
"313",2009-11-13,2900.27116653241,2573.04665758238,3217.26044844299
"314",2009-11-14,3019.28125700265,2708.67139770351,3357.12023221424
"315",2009-11-15,3019.28633422891,2687.33837644594,3347.31005362675
"316",2009-11-16,2889.26338418812,2559.2654577347,3187.67517145853
"317",2009-11-17,2882.67177890488,2557.53901146926,3195.71834669312
"318",2009-11-18,2882.39053752337,2537.40807005451,3186.22326929017
"319",2009-11-19,2879.20981314775,2579.00870079025,3213.78804248812
"320",2009-11-20,2885.24524309627,2579.72052572456,3192.00465920079
"321",2009-11-21,3014.39002623382,2703.73590160422,3352.84262979579
"322",2009-11-22,3009.38555643125,2707.37648944693,3358.39522244237
"323",2009-11-23,2874.8142363346,2553.2083255863,3187.15893683625
"324",2009-11-24,2878.97908270722,2533.7827043407,3211.7936679686
"325",2009-11-25,2894.48047405022,2591.24024512803,3199.88455415805
"326",2009-11-26,2897.35900045983,2581.13091814343,3191.12314071157
"327",2009-11-27,2906.92485483776,2609.24104409635,3217.98223505654
"328",2009-11-28,3051.31923119119,2722.04933940385,3372.7089102986
"329",2009-11-29,3065.74266465797,2754.91764082953,3361.92724546176
"330",2009-11-30,2934.65410645008,2620.94011495132,3277.75284918139
"331",2009-12-01,2925.87024251577,2622.96773670048,3250.23197583891
"332",2009-12-02,2931.1543851513,2621.38190930467,3250.26420158287
"333",2009-12-03,2934.00781892576,2634.51028132311,3255.57375069815
"334",2009-12-04,2940.67212579523,2630.93460121523,3261.58171020592
"335",2009-12-05,3071.79389679287,2743.21931513631,3401.59334587039
"336",2009-12-06,3073.4814550617,2749.6162391657,3387.70797097411
"337",2009-12-07,2937.57950773523,2635.84623142405,3261.32147517904
"338",2009-12-08,2921.41801845272,2603.31870279833,3206.19531924728
"339",2009-12-09,2909.45514879735,2583.56934710192,3217.31863338006
"340",2009-12-10,2898.81138209784,2587.39786165215,3223.19060056965
"341",2009-12-11,2909.03772233937,2607.64267118277,3238.94402453119
"342",2009-12-12,3048.7246132545,2749.68872974658,3382.31342760433
"343",2009-12-13,3044.60466383673,2747.82677746019,3380.67309972161
"344",2009-12-14,2895.72883771117,2566.06459262,3205.33815724478
"345",2009-12-15,2883.5555478248,2569.71459035668,3183.00311885988
"346",2009-12-16,2892.51946199788,2583.94033411932,3225.30919629218
"347",2009-12-17,2891.52144002759,2594.89633975651,3223.81271520287
"348",2009-12-18,2886.54271809634,2555.52719020903,3209.94992968399
"349",2009-12-19,3008.38845629604,2701.10806891237,3334.07687264463
"350",2009-12-20,3006.95903268558,2687.82642045459,3342.87954670684
"351",2009-12-21,2871.59616777817,2529.03147122557,3179.20219929408
"352",2009-12-22,2861.5410711338,2556.65948585004,3203.43652908936
"353",2009-12-23,2863.93068299127,2529.26585745889,3170.54736027098
"354",2009-12-24,2867.98824611767,2540.43753077148,3183.60066816009
"355",2009-12-25,2882.20616003114,2560.18482691131,3211.82318023623
"356",2009-12-26,3020.28224996213,2695.8402092261,3359.22983088188
